id_produto,tombo,numero_tombo,codigo_de_barras,autor,titulo,procedencia,estoque,local_estoque,id_editora,colecao,edicao,volume,ano,id_tipo_produto,defeito,bloquear,aquisicao_c,aquisicao_d,aquisicao_t,id_usuario,ult_alteracao,obs,data_cadastro
42,2010-11-10 00:00:00+00:00,20.520              ,             ,"REIZ, Gustavo                                                                                                           ","CONFIDÊNCIAS, CONFUSÕES E... GAROTAS                                                                                    ",PNBE                                                                                                                    ,0,                              ,1356,-                                                                                                                       ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Adolescência,2024-10-25 00:00:00+00:00
43,2010-11-10 00:00:00+00:00,20.521              ,             ,"HUGO, Victor e SÁ, João Gomes de (adap.)                                                                                ","CORCUNDA DE NOTRE-DAME EM CORDEL, O                                                                                     ",PNBE                                                                                                                    ,0,                              ,1280,Clássicos em Cordel                                                                                                     ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia - Cordel,2024-10-25 00:00:00+00:00
44,2010-11-10 00:00:00+00:00,20.522              ,             ,"SHAKESPEARE, W. e HAURÉLIO, M. (adap.)                                                                                  ","MEGERA DOMADA EM CORDEL, A                                                                                              ",PNBE                                                                                                                    ,0,                              ,1280,Clássicos em Cordel                                                                                                     ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia - Cordel,2024-10-25 00:00:00+00:00
45,2010-11-10 00:00:00+00:00,20.523              ,             ,"DOYLE, Sir Arthur Conan                                                                                                 ","CÃO DOS BASKERVILLES, O                                                                                                 ",PNBE                                                                                                                    ,0,                              ,1230,Sherlock Holmes                                                                                                         ,-                   ,-                   ,2005,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Clássicos - Mistério,2024-10-25 00:00:00+00:00
46,2010-11-10 00:00:00+00:00,20.524              ,             ,"RIOS, Rosana                                                                                                            ","MISTÉRIO DA TERCEIRA MEIA, O                                                                                            ",PNBE                                                                                                                    ,0,                              ,941,-                                                                                                                       ,-                   ,-                   ,2006,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Mistério,2024-10-25 00:00:00+00:00
47,2010-11-10 00:00:00+00:00,20.525              ,             ,"MASSA, Ana Cristina                                                                                                     ","SEGREDO DO COLECIONADOR, O                                                                                              ",PNBE                                                                                                                    ,0,                              ,851,Os invencíveis                                                                                                          ,2a.                 ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Mistério,2024-10-25 00:00:00+00:00
48,2010-11-10 00:00:00+00:00,20.526              ,             ,"CARRASCO, Walcyr                                                                                                        ",EM BUSCA DE UM SONHO                                                                                                    ,PNBE                                                                                                                    ,0,                              ,1468,-                                                                                                                       ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Adolescência,2024-10-25 00:00:00+00:00
49,2010-11-10 00:00:00+00:00,20.527              ,             ,"YAMÃ, Yaguarê et al.                                                                                                    ","MURUGAWA: MITOS, CONTOS E FÁBULAS DO POVO MARAGUÁ                                                                       ",PNBE                                                                                                                    ,0,                              ,1492,-                                                                                                                       ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos Indígenas Brasileiros,2024-10-25 00:00:00+00:00
50,2010-11-10 00:00:00+00:00,20.528              ,             ,"ESPESCHIT, Rita                                                                                                         ",TIRO NO ESCURO                                                                                                          ,PNBE                                                                                                                    ,0,                              ,1196,Adolescer                                                                                                               ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Juvenil - Adolescência,2024-10-25 00:00:00+00:00
51,2010-11-10 00:00:00+00:00,20.529              ,             ,"DREWNICK, Raul                                                                                                          ","PAIS, FILHOS E OUTROS BICHOS                                                                                            ",PNBE                                                                                                                    ,0,                              ,1117,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Crônicas - Bichos,2024-10-25 00:00:00+00:00
52,2010-11-10 00:00:00+00:00,20.530              ,             ,"VERSIANI, Ivana                                                                                                         ",AINDA UMA VEZ - ADEUS!: A ROMÂNTICA VIDA DE GONÇALVES DIAS                                                              ,PNBE                                                                                                                    ,0,                              ,953,-                                                                                                                       ,2a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Biografia,2024-10-25 00:00:00+00:00
53,2010-11-10 00:00:00+00:00,20.531              ,             ,"VILELA, Luiz                                                                                                            ",SETE HISTÓRIAS                                                                                                          ,PNBE                                                                                                                    ,0,                              ,1071,Magias                                                                                                                  ,4a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos Infanto juvenis,2024-10-25 00:00:00+00:00
54,2010-11-10 00:00:00+00:00,20.532              ,             ,"SHAKESPEARE, W. e McCAGUHREAN, G.                                                                                       ",ROMEU E JULIETA E OUTRAS PEÇAS DE SHAKESPEARE                                                                           ,PNBE                                                                                                                    ,0,                              ,1218,-                                                                                                                       ,-                   ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Clássicos - Teatro,2024-10-25 00:00:00+00:00
55,2010-11-10 00:00:00+00:00,20.533              ,             ,"LEAL, Marconi                                                                                                           ",TUMBU                                                                                                                   ,PNBE                                                                                                                    ,0,                              ,969,Infantojuvenil                                                                                                          ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit.Infantojuvenil - Escravidão,2024-10-25 00:00:00+00:00
56,2010-11-10 00:00:00+00:00,20.534              ,             ,"CARNEIRO, A., NEIVA, L. e ORTHOF, S.                                                                                    ",QUEM ACORDA SONHA                                                                                                       ,PNBE                                                                                                                    ,0,                              ,962,Assim é se lhe parece                                                                                                   ,-                   ,6                   ,1994,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit.Infantojuvenil - Livro+CD,2024-10-25 00:00:00+00:00
57,2010-11-10 00:00:00+00:00,20.535              ,             ,"GOMES, NILMA LINO                                                                                                       ",BETINA                                                                                                                  ,PNBE                                                                                                                    ,0,                              ,1224,-                                                                                                                       ,-                   ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - autoestima,2024-10-25 00:00:00+00:00
58,2010-11-10 00:00:00+00:00,20.536              ,             ,ZIRALDO                                                                                                                 ,VIAGENS DA CAROLINA                                                                                                     ,PNBE                                                                                                                    ,0,                              ,1097,Almanaque Maluquinho                                                                                                    ,2a.                 ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - HQ,2024-10-25 00:00:00+00:00
59,2010-11-10 00:00:00+00:00,20.537              ,             ,"FOX, Mem e VIVAS, Julie                                                                                                 ",GUILHERME AUGUSTO ARAÚJO FERNANDES                                                                                      ,PNBE                                                                                                                    ,0,                              ,865,-                                                                                                                       ,-                   ,-                   ,1995,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Memórias - Livro+CD,2024-10-25 00:00:00+00:00
60,2010-11-10 00:00:00+00:00,20.538              ,             ,"CHEN, Kety                                                                                                              ",NIAN: reconto de tradição oral chinesa                                                                                  ,PNBE                                                                                                                    ,0,                              ,1176,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos tradicionais chineses,2024-10-25 00:00:00+00:00
61,2010-11-10 00:00:00+00:00,20.539              ,             ,"ORTHOF, Sylvia                                                                                                          ",SE AS COISAS FOSSEM MÃES                                                                                                ,PNBE                                                                                                                    ,0,                              ,1426,-                                                                                                                       ,3a.                 ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
62,2010-11-10 00:00:00+00:00,20.540              ,             ,"GÖBEL, Anna                                                                                                             ",SE UM DIA EU FOR EMBORA                                                                                                 ,PNBE                                                                                                                    ,0,                              ,828,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
63,2010-11-10 00:00:00+00:00,20.541              ,             ,"GOMES, L., HOLANDA, A.                                                                                                  ",DUELO DANADO DE DANDÃO E DEDÉ: CANTORIA EM TRAVA-LÍNGUAS                                                                ,PNBE                                                                                                                    ,0,                              ,1024,-                                                                                                                       ,-                   ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos infantis - trava-línguas,2024-10-25 00:00:00+00:00
64,2010-11-10 00:00:00+00:00,20.542              ,             ,"CASTANHA, Marilda                                                                                                       ","PULA, GATO!                                                                                                             ",PNBE                                                                                                                    ,0,                              ,1412,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Livro de Imagens,2024-10-25 00:00:00+00:00
65,2010-11-10 00:00:00+00:00,20.543              ,             ,"PRADO, Adélia                                                                                                           ",QUANDO EU ERA PEQUENA                                                                                                   ,PNBE                                                                                                                    ,0,                              ,1378,-                                                                                                                       ,8a.                 ,-                   ,2010,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
66,2010-11-10 00:00:00+00:00,20.544              ,             ,"SAKAI, Stan                                                                                                             ",USAGI YOJIMBO: DAISHO                                                                                                   ,PNBE                                                                                                                    ,0,                              ,944,-                                                                                                                       ,2a.                 ,-                   ,2010,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,HQ,2024-10-25 00:00:00+00:00
67,2010-11-10 00:00:00+00:00,20.545              ,             ,"NEVES, André                                                                                                            ",CAPITÃO E A SEREIA                                                                                                      ,PNBE                                                                                                                    ,0,                              ,1412,-                                                                                                                       ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
68,2010-11-10 00:00:00+00:00,20.546              ,             ,"TCHEKHOV, Anton                                                                                                         ",KACHTANKA                                                                                                               ,PNBE                                                                                                                    ,0,                              ,925,-                                                                                                                       ,2a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos infantis - Animais,2024-10-25 00:00:00+00:00
69,2010-11-10 00:00:00+00:00,20.547              ,             ,"L`HOMME, Erik                                                                                                           ",CONTOS DE UM REINO PERDIDO                                                                                              ,PNBE                                                                                                                    ,0,                              ,1019,Cantos do Mundo                                                                                                         ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos tradicionais paquistaneses,2024-10-25 00:00:00+00:00
70,2010-11-10 00:00:00+00:00,20.548              ,             ,"SINGH, Rina e CANN, Helen                                                                                               ",FLORESTA DE HISTÓRIAS: Contos de árvores mágicas do mundo todo                                                          ,PNBE                                                                                                                    ,0,                              ,1492,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos tradicionais,2024-10-25 00:00:00+00:00
71,2010-11-10 00:00:00+00:00,20.549              ,             ,"HIRATSUKA, Lúcia                                                                                                        ",HISTÓRIAS DE MUKASHI: Contos populares do Japão                                                                         ,PNBE                                                                                                                    ,0,                              ,1024,-                                                                                                                       ,-                   ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Contos tradicionais japoneses,2024-10-25 00:00:00+00:00
72,2010-11-10 00:00:00+00:00,20.550              ,             ,"CASTANHA, Marilda                                                                                                       ",PINDORAMA: TERRA DAS PALMEIRAS                                                                                          ,PNBE                                                                                                                    ,0,                              ,925,-                                                                                                                       ,2a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Cultura e História do Brasil,2024-10-25 00:00:00+00:00
73,2010-11-10 00:00:00+00:00,20.551              ,             ,"VIANA, Vivina de Assis                                                                                                  ","JOGO DO PENSAMENTO, O                                                                                                   ",PNBE                                                                                                                    ,0,                              ,1086,-                                                                                                                       ,2a.                 ,-                   ,2009,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
74,2010-11-10 00:00:00+00:00,20.552              ,             ,"CRUZ, Nelson                                                                                                            ",BÁRBARA E ALVARENGA                                                                                                     ,PNBE                                                                                                                    ,0,                              ,925,-                                                                                                                       ,2a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - biografia,2024-10-25 00:00:00+00:00
75,2010-11-10 00:00:00+00:00,20.553              ,             ,"LESSA, Orígenes                                                                                                         ",MEMÓRIAS DE UM CABO DE VASSOURA                                                                                         ,PNBE                                                                                                                    ,0,                              ,1339,-                                                                                                                       ,45a.                ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
76,2010-11-10 00:00:00+00:00,20.554              ,             ,"MÁRQUEZ, Gabriel Garcia e VENDRELL, C.                                                                                  ","LUZ É COMO A ÁGUA, A                                                                                                    ",PNBE                                                                                                                    ,0,                              ,908,-                                                                                                                       ,3a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Sentimentos,2024-10-25 00:00:00+00:00
77,2010-11-10 00:00:00+00:00,20.555              ,             ,"CRUZ, Nelson                                                                                                            ",CHICA E JOÃO                                                                                                            ,PNBE                                                                                                                    ,0,                              ,925,-                                                                                                                       ,2a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - biografia,2024-10-25 00:00:00+00:00
78,2010-11-10 00:00:00+00:00,20.556              ,             ,"MOULIN, Nilson e MATUCK, Rubens                                                                                         ",LEONARDO DESDE VINCI                                                                                                    ,PNBE                                                                                                                    ,0,                              ,924,-                                                                                                                       ,2a.                 ,-                   ,2007,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - biografia,2024-10-25 00:00:00+00:00
79,2010-11-10 00:00:00+00:00,20.557              ,             ,"MACHADO, Ana Maria                                                                                                      ",PALMAS PARA JOÃO CRISTIANO: de Ana Maria Machado para Hans Christian Andersen                                           ,PNBE                                                                                                                    ,0,                              ,1234,-                                                                                                                       ,-                   ,-                   ,2004,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - biografia,2024-10-25 00:00:00+00:00
80,2010-11-10 00:00:00+00:00,20.558              ,             ,"SHAKESPEARE, W. e CAMPOS, Paulo Mendes (adap.)                                                                          ",CONTOS DE SHAKESPEARE                                                                                                   ,PNBE                                                                                                                    ,0,                              ,1339,-                                                                                                                       ,9.a                 ,-                   ,2006,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Clássicos - Teatro,2024-10-25 00:00:00+00:00
81,2010-11-10 00:00:00+00:00,20.559              ,             ,"VERNE, Júlio                                                                                                            ","VOLTA AO MUNDO EM 80 DIAS, A                                                                                            ",PNBE                                                                                                                    ,0,                              ,941,-                                                                                                                       ,-                   ,-                   ,2005,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Clássicos - Aventura,2024-10-25 00:00:00+00:00
82,2010-11-10 00:00:00+00:00,20.560              ,             ,"CORALINA, Cora                                                                                                          ",VILLA BOA DE GOYAZ                                                                                                      ,PNBE                                                                                                                    ,0,                              ,1071,-                                                                                                                       ,3a.                 ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia Brasileira,2024-10-25 00:00:00+00:00
83,2010-11-10 00:00:00+00:00,20.561              ,             ,"HUGO, Victor e VIANA, Klévisson (adap.)                                                                                 ","MISERÁVEIS, OS                                                                                                          ",PNBE                                                                                                                    ,0,                              ,1280,Clássicos em Cordel                                                                                                     ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia - Cordel,2024-10-25 00:00:00+00:00
84,2010-11-11 00:00:00+00:00,20.562              ,             ,"SOMBRA, Fábio                                                                                                           ","PELEJA DO VIOLEIRO MAGRILIM COM A FORMOSA PRINCESA JEZEBEL, A                                                           ",PNBE                                                                                                                    ,0,                              ,1196,-                                                                                                                       ,-                   ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia - Cordel,2024-10-25 00:00:00+00:00
85,2010-11-11 00:00:00+00:00,20.563              ,             ,"MENDONÇA, Bernardo de                                                                                                   ",JOGO DE ADIVINHAR BICHO INVISÍVEL                                                                                       ,PNBE                                                                                                                    ,0,                              ,1099,-                                                                                                                       ,-                   ,-                   ,2004,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia Infantojuvenil,2024-10-25 00:00:00+00:00
86,2010-11-11 00:00:00+00:00,20.564              ,             ,"QUINTANA, Mário                                                                                                         ","APRENDIZ DE FEITICEIRO, O                                                                                               ",PNBE                                                                                                                    ,0,                              ,1097,Mário Quintana                                                                                                          ,2a.                 ,-                   ,2005,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Poesia em prosa,2024-10-25 00:00:00+00:00
87,2010-11-11 00:00:00+00:00,20.565              ,             ,"QUEIRÓS, Bartolomeu Campos de                                                                                           ",ANTES DO DEPOIS                                                                                                         ,PNBE                                                                                                                    ,0,                              ,1208,-                                                                                                                       ,-                   ,-                   ,2006,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Infância e Adolescência,2024-10-25 00:00:00+00:00
88,2010-11-11 00:00:00+00:00,20.566              ,             ,"PONTES, João                                                                                                            ","MOEDA DO IMPERADOR, A                                                                                                   ",PNBE                                                                                                                    ,0,                              ,803,-                                                                                                                       ,-                   ,-                   ,2002,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - História,2024-10-25 00:00:00+00:00
89,2010-11-11 00:00:00+00:00,20.567              ,             ,"MARINHO, João Carlos                                                                                                    ","CANECO DE PRATA, O                                                                                                      ",PNBE                                                                                                                    ,0,                              ,1091,Aventuras da Turma do Gordo                                                                                             ,17a.                ,-                   ,2008,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Aventura,2024-10-25 00:00:00+00:00
90,2010-11-11 00:00:00+00:00,20.568              ,             ,"FREITAS, Marcos Cezar de                                                                                                ",MEMÓRIAS DE UM MENINO QUE SE TORNOU ESTRANGEIRO                                                                         ,PNBE                                                                                                                    ,0,                              ,924,Astrolábio                                                                                                              ,-                   ,-                   ,    ,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Infantojuvenil - Ética,2024-10-25 00:00:00+00:00
91,2010-11-11 00:00:00+00:00,20.569              ,             ,"GARCIA, Edson Gabriel                                                                                                   ","DIÁRIO DE BILOCA, O                                                                                                     ",PNBE                                                                                                                    ,0,                              ,827,Entre Linhas - Adolescência                                                                                             ,23a.                ,-                   ,2003,0,False,False,False,False,True,0,2024-10-25 00:00:00+00:00,Lit. Juvenil - Adolescência,2024-10-25 00:00:00+00:00
